c0_r0,c0_r1,c0_r2,c0_r3,c0_r4,c0_r5,c1_r0,c1_r1,c1_r2,c1_r3,c1_r4,c1_r5,c2_r0,c2_r1,c2_r2,c2_r3,c2_r4,c2_r5,c3_r0,c3_r1,c3_r2,c3_r3,c3_r4,c3_r5,c4_r0,c4_r1,c4_r2,c4_r3,c4_r4,c4_r5,c5_r0,c5_r1,c5_r2,c5_r3,c5_r4,c5_r5,c6_r0,c6_r1,c6_r2,c6_r3,c6_r4,c6_r5,player_to_move,repetition_count,draw_legal,classe_jogada,agent_name,source,perturbation_steps
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_heuristic_rollout_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,X,X,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_depth_limited_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_epsilon_greedy_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_2,UCT_heuristic_rollout_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_3,UCT_depth_limited_2k,perturbed_tournament,4
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_epsilon_greedy_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_heuristic_rollout_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_depth_limited_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_1,UCT_heuristic_rollout_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_1,UCT_epsilon_greedy_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_1,UCT_depth_limited_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_heuristic_rollout_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_epsilon_greedy_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_depth_limited_2k,perturbed_tournament,4
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,2
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,2
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,O,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,2
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_heuristic_rollout_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_epsilon_greedy_2k,perturbed_tournament,5
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_5,UCT_depth_limited_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_3,UCT_heuristic_rollout_2k,perturbed_tournament,6
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_3,UCT_epsilon_greedy_2k,perturbed_tournament,6
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_2,UCT_depth_limited_2k,perturbed_tournament,6
O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,6
O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_epsilon_greedy_2k,perturbed_tournament,6
O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_6,UCT_depth_limited_2k,perturbed_tournament,6
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,6
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_epsilon_greedy_2k,perturbed_tournament,6
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,6
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,3
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_epsilon_greedy_2k,perturbed_tournament,3
Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,3
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_1,UCT_heuristic_rollout_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_1,UCT_depth_limited_2k,perturbed_tournament,5
O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_1,UCT_heuristic_rollout_2k,perturbed_tournament,5
O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_1,UCT_epsilon_greedy_2k,perturbed_tournament,5
O,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_1,UCT_depth_limited_2k,perturbed_tournament,5
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_3,UCT_heuristic_rollout_2k,perturbed_tournament,3
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_2,UCT_epsilon_greedy_2k,perturbed_tournament,3
O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_3,UCT_depth_limited_2k,perturbed_tournament,3
O,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_heuristic_rollout_2k,perturbed_tournament,6
O,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_epsilon_greedy_2k,perturbed_tournament,6
O,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,X,Vazio,Vazio,Vazio,X,O,O,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_4,UCT_depth_limited_2k,perturbed_tournament,6
O,O,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_heuristic_rollout_2k,perturbed_tournament,5
O,O,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_epsilon_greedy_2k,perturbed_tournament,5
O,O,Vazio,Vazio,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,X,O,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_depth_limited_2k,perturbed_tournament,5
O,O,O,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,X,0,False,drop_0,UCT_heuristic_rollout_2k,perturbed_tournament,4
O,O,O,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,X,0,False,drop_0,UCT_epsilon_greedy_2k,perturbed_tournament,4
O,O,O,Vazio,Vazio,Vazio,X,X,Vazio,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,X,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,O,Vazio,Vazio,Vazio,X,0,False,drop_0,UCT_depth_limited_2k,perturbed_tournament,4
O,O,O,X,O,X,X,X,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_heuristic_rollout_2k,perturbed_tournament,5
O,O,O,X,O,X,X,X,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_epsilon_greedy_2k,perturbed_tournament,5
O,O,O,X,O,X,X,X,Vazio,Vazio,Vazio,Vazio,X,O,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,X,0,False,drop_5,UCT_depth_limited_2k,perturbed_tournament,5
O,O,O,X,Vazio,Vazio,X,X,O,Vazio,Vazio,Vazio,X,Vazio,Vazio,Vazio,Vazio,Vazio,O,Vazio,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,O,X,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,Vazio,O,0,False,drop_6,UCT_heuristic_rollout_2k,perturbed_tournament,3
